Highlight,Title,Author,Location,Date
"We all knew firsthand that we had been socialized as females by patriarchal thinking to see ourselves as inferior to men, to see ourselves as always and only in competition with one another for patriarchal approval, to look upon each other with jealousy, fear, and hatred. Sexist thinking made us judge each other without compassion and punish one another harshly. Feminist thinking helped us unlearn female self-hatred. It enabled us to break free of the hold patriarchal thinking had on our consciousness.",Feminism Is For Everybody,Bell Hooks,51,2022-01-18 08:45:37
"As more women begin to opportunistically lay claim to feminism in the ‘80s without undergoing the feminist consciousness-raising that would have enabled them to divest of their sexism, the patriarchal assumption that the powerful should rule over the weak informed their relations to other women.",Feminism Is For Everybody,Bell Hooks,71,2022-01-18 11:24:13
one of the first issues which served as a catalyst for the formation of the movement was sexuality - the issue being the rights of women to choose when and with whom they would be sexual.,Feminism Is For Everybody,Bell Hooks,76,2022-01-19 06:05:26
The right to have an abortion was not a white-women-only issue; it was simply not the only or even the most important reproductive concern for masses of American women.,Feminism Is For Everybody,Bell Hooks,94,2022-01-19 07:36:54
"Conflict arose between the reformist vision of women’s liberation which basically demanded equal rights for women within the existing class structure, and more radical and/ or revolutionary models, which called for fundamental change in the existing structure so that models of mutuality and equality could replace the old paradigms.",Feminism Is For Everybody,Bell Hooks,15,2022-01-19 09:05:56
"<blockquote>Class is much more than Marx’s definition of relationship to the means of production. Class involved your behavior, your basic assumptions, how you are taught to behave, what you expect from yourself and from others, your concept of a future, how you understand problems and solve them, how you think, feel, act.</blockquote>",Feminism Is For Everybody,Bell Hooks,45,2022-01-19 09:14:50
具體來說就是：他會認定，她應該將她特有的人類服務和能力貢獻給他或他的哥兒們，但反過來卻遠非如此。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),9,2022-01-19 11:11:17
這反映了一種剝奪感心態，認為女性應該是奉獻、關心、慈愛與體貼的，而非渴望權力、冷漠，並且支配的。這也涉及了一種獨占心理，用來為那些一直以來都是受益者的男性們保留某些假定的集體道德認可和讚揚位置。那些企圖爭奪這類角色的女性往往會在至少三個方面被看作一名道德嫌疑犯：她對那些在她的社交圈裡被視為弱勢的人們不夠關心與體貼、她試圖不正當地取得她沒有資格獲得的權力，以及因為違背上述兩種角色，而使她在道德上不可信任。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),7,2022-01-19 11:12:25
更進一步說，我們只傾向於對那些被預設為理性和足夠成熟的個人、那些我們願意而且能夠就他們的行為提出勸誡的人，產生那些滿載道德感受和概括性的司法與法律反應。相對的，斯特勞森指出，在面對兒童、嚴重意識不清者、經歷精神崩潰者，和那些暫時或非暫時「不在狀態內」的人時，我們會採取一個客觀的立場。我們會試著管理、治療、教育，或單純避開某個我們持有客觀立場的人，並且，面對那些我們可以互動但卻選擇不要有人際接觸的人時（〔1962〕2008，頁10、13與18），我們可能把這個客觀立場當作一個遠離「參與負擔」（strains of involvement）的「避難所」。我們可能感到太過疲累──或懶惰，或不堪重負，或因為其他可能的狀況──而無法在這個情境裡和他們互動,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),4,2022-01-19 11:14:01
更進一步說，我們只傾向於對那些被預設為理性和足夠成熟的個人、那些我們願意而且能夠就他們的行為提出勸誡的人，產生那些滿載道德感受和概括性的司法與法律反應。相對的，斯特勞森指出，在面對兒童、嚴重意識不清者、經歷精神崩潰者，和那些暫時或非暫時「不在狀態內」的人時，我們會採取一個客觀的立場。我們會試著管理、治療、教育，或單純避開某個我們持有客觀立場的人，並且，面對那些我們可以互動但卻選擇不要有人際接觸的人時（〔1962〕2008，頁10、13與18），我們可能把這個客觀立場當作一個遠離「參與負擔」（strains of involvement）的「避難所」。我們可能感到太過疲累──或懶惰，或不堪重負，或因為其他可能的狀況──而無法在這個情境裡和他們互動。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),4,2022-01-19 11:14:07
這是因為，和男性一起被放置於不對稱道德支持關係內的女性，一直以來都被要求得對男性展示道德尊重、認同、讚賞、服從，和感激，以及道德注意力、同理與關懷。當她打破這個角色，試著對他提出道德批評或指控時，她就扣押了他習慣從她身上獲得的善意。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),37,2022-01-19 11:16:33
這也揭露了，「無法將女性視為人類同胞」一事，並不一定、通常也不會構成厭女情結的基礎，因為厭女情結針對女性的方式可能已經預先將她設想為一個人類同胞了。於是，主要的差別自然而然地轉移到了這個詞組的第二部分。當身處支配地位的男性在女性身上尋求各種道德支持、讚賞、注意力與其他情感時，女性可能不是單純的人類同胞（human beings），而是被當成人類付出者（human givers）。她不被允許和他一樣，如果她付出得不夠，或付出的對象不正確、沒有用正確的方式或以正確的精神付出，那她就可能會惹禍上身。而如果她在這件事情上犯錯，或是她為自己尋求相同的支持和注意力，那就有可能遭遇到厭女情結的怨懟、懲罰和憤慨。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),44,2022-01-19 11:17:10
"勒脖被認定為一種權威和支配的展現（Sorenson, Joshi, & Sivitz, 2014）",不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),15,2022-01-20 12:21:32
"勒脖被認定為一種權威和支配的展現（Sorenson, Joshi, & Sivitz, 2014）",不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),15,2022-01-20 12:21:38
"由於遭到勒脖的受害者通常相當不願意作證指控虐待他們的加害者，考慮到目睹犯罪的證人們可能被威脅，或者可以說是被壓制，調查人員目前正在遊說通過法案，企圖透過以證據為基礎的案子來起訴犯罪者（Resnick, 2015）。這裡呼應了克莉絲蒂．道森（Kristie Dotson, 2011）提出的「證詞壓制」（testimonial smothering）一詞，意指當發言者因為聽眾源於（或者看似源於）「惡性無知」註18而缺乏「證詞能力」，導致發言者發表某些言論可能不甚安全，或帶有風險，或很可能根本無用時，自我消音的行為註19。",不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),19,2022-01-20 12:22:13
"由於遭到勒脖的受害者通常相當不願意作證指控虐待他們的加害者，考慮到目睹犯罪的證人們可能被威脅，或者可以說是被壓制，調查人員目前正在遊說通過法案，企圖透過以證據為基礎的案子來起訴犯罪者（Resnick, 2015）。這裡呼應了克莉絲蒂．道森（Kristie Dotson, 2011）提出的「證詞壓制」（testimonial smothering）一詞，意指當發言者因為聽眾源於（或者看似源於）「惡性無知」註18而缺乏「證詞能力」，導致發言者發表某些言論可能不甚安全，或帶有風險，或很可能根本無用時，自我消音的行為註19。很明顯的，根據這些特質，在親密伴侶關係裡發生的勒脖可能會導致道森所說的證詞壓制；如果她決定發聲，那麼他所展現出來的、願意不惜一切以重新占得上風的意圖，將會使事態變得危險。同時，如同我即將提出的，對於勒脖這個概念，證詞能力不足是非常普遍的情況。整體而言，本書將會說明，這樣的無力乃是源自於一種惡性無知，厭女情結賴其維生，並藉此壯大。 消",不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),19,2022-01-20 12:22:28
"由於遭到勒脖的受害者通常相當不願意作證指控虐待他們的加害者，考慮到目睹犯罪的證人們可能被威脅，或者可以說是被壓制，調查人員目前正在遊說通過法案，企圖透過以證據為基礎的案子來起訴犯罪者（Resnick, 2015）。這裡呼應了克莉絲蒂．道森（Kristie Dotson, 2011）提出的「證詞壓制」（testimonial smothering）一詞，意指當發言者因為聽眾源於（或者看似源於）「惡性無知」註18而缺乏「證詞能力」，導致發言者發表某些言論可能不甚安全，或帶有風險，或很可能根本無用時，自我消音的行為註19。很明顯的，根據這些特質，在親密伴侶關係裡發生的勒脖可能會導致道森所說的證詞壓制；如果她決定發聲，那麼他所展現出來的、願意不惜一切以重新占得上風的意圖，將會使事態變得危險。同時，如同我即將提出的，對於勒脖這個概念，證詞能力不足是非常普遍的情況。整體而言，本書將會說明，這樣的無力乃是源自於一種惡性無知，厭女情結賴其維生，並藉此壯大。",不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),19,2022-01-20 12:22:42
"男性支配的內涵之一（尤其當事情涉及那些最有特權、最有權力的男性）似乎是緊緊抓住敘事的控制權，並藉此控制她、迫使她贊同。這並不完全是服從；相反的，根據凱特．亞布蘭森（Kate Abramson, 2014）發人深省的解釋註24，這和煤氣燈操縱的道德目標十分相似。受害者獲得獨立視角的能力已經遭到摧毀，或至少在某些主題上是如此。她被迫同意他；她可能不只是相信，甚至還接受並訴說，他的故事。",不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),35,2022-01-21 04:13:29
"整起事件起始於班農因為覺得他當時的妻子瑪莉．路易絲．皮卡（Mary Louise Piccard）太吵而憤怒。她當時起床餵他們七個月大的雙胞胎女兒，在這段過程中，她製造了一些噪音，驚醒了在沙發上睡覺的班農。那是一九九六年的元旦（Gold & Bresnahan, 2016），他們於七個月前結婚，那是雙胞胎女兒出生的三天前，在羊膜穿刺檢查確認她們「正常」之後（這是班農同意結婚的條件）（Irwin, 2016）",不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),08,2022-01-21 04:55:25
"根據記者瑞秋．路易絲．史奈德（Rachel Louise Snyder）和勒脖預防訓練中心（Training Institute on Strangulation Prevention）的執行長蓋爾．史崔克（Gael Strack）的談話，史奈德解釋道，在勒脖的情境裡： 警方通常會對事件輕描淡寫，列出如「脖子上的紅痕、割傷、刮傷或擦傷」等傷痕，急診室通常會在做電腦斷層掃描和核磁共振前就讓受害者出院。今日史崔克和家暴社群所知的是，大多數勒脖所造成的傷害是內在的，而且勒脖行為正好往往是謀殺案前加害者最後的攻擊行為。「統計上來說，我們現在知道，一旦雙手被放到了脖子上，下一步就是謀殺。」席薇亞．維拉（Sylvia Vella），聖地亞哥警察局家暴小組的一名醫師和檢官這麼說，「它們不會倒退。」（Snyder, 2015）",不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),36,2022-01-21 04:56:59
我所提出的，是將性別歧視看作父權意識形態的分支，目的是正當化並合理化父權的社會秩序，而厭女情結則是一個用來監督與執行其治理規範和期待的系統。因此，性別歧視是科學的，厭女情結則是道德的，而父權秩序則永遠處於霸權的地位。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),91,2022-01-21 05:17:16
根據這個被我稱為「人道主義」（humanism）的看法，厭女情結的心理根源乃是無法認可女性的完整人性。但我認為，很多時候問題並不在於缺少對女性人性的覺察，她的人性反而恰好是問題所在──當在他的眼中，她的人性被給予了錯誤的人，或她以錯誤的方式、因錯誤的原因而付出。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),20,2022-01-21 05:25:58
厭女情結也使女性受制於一種我如今視之為「弱勢暴政」（tyranny of vulnerability）的情況，因為它指出了她周遭任何一個以及每一個（據說）更為弱勢的（想像中的）個人或生物，並指出她（再一次的，據說）應該可以對對方更好，進而要求女性照顧他們，不然她就有可能被評價為麻木不仁，甚至像怪物般沒有人性。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),15,2022-01-21 05:32:56
，根據父權的意識形態，女性經常被期待去扮演一個臣屬角色，給予男性注意力和關愛──用譬喻來說的話，就好比不斷對支配者投以愛慕的眼光。因此，女性在男性面前的行為會被過度嚴重地看待（被男性本身，或是更甚，被他人以男性的名義），這便是深植於父權性別關係內的本質。因此，女性的冷淡等同於厭惡、不知情等同於刻意忽視、經驗分享等同於嚼舌，而要求就等同於勒索。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),357,2022-01-21 10:17:31
我們可以詢問，在一個理應要融納女孩或女性的環境裡，她們是否會合理地將其中某些遭遇、面向或慣習詮釋為帶有敵意的註58？,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),396,2022-01-21 10:20:30
一個厭女的社會環境，部分便有可能來自於一定程度上懷有善意的人們出於被否認的情緒而表演出的行動，或是他們短暫地展現出自己沒有意識到的憤怒。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),417,2022-01-21 10:22:06
我認為，就最一般性的描述來說，厭女情結應該被理解成父權秩序下的「執法」部門，整體功能在於監督和執行父權秩序主要的意識形態。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),435,2022-01-21 10:43:38
厭女情結主要以女性作為攻擊目標，因為她們是活在男性世界（亦即，最重要的是，一個長期以來父權的世界）裡的女性，而不是因為有個男性是厭女者，而她們在他心中是女性,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),453,2022-01-21 10:44:52
厭女情結主要以女性作為攻擊目標，因為她們是活在男性世界（亦即，最重要的是，一個長期以來父權的世界）裡的女性，而不是因為有個男性是厭女者，而她們在他心中是女性。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),453,2022-01-21 10:44:58
"暴力的條件、形式和風險由當地對性與性別的意識形態形塑。工作的性別分野建構了一個「性別階序」，把女性放逐到私領域，使她們為求生存而持續依賴男性，並將她們置於一個弱勢的位置。因此，暴力和經濟實力與經濟參與內的性別差異有所關聯，並且是一個索引。潑酸攻擊強調女性對男性的高度依賴，它的作用在於警告許多可能會抗拒男性權威的女性（Bandyopadhyay & Khan, 2013）",不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),587,2022-01-21 11:23:44
女情結在本質上就是自戀而妄想的。它把非個人的失望轉化成苦澀的怨懟，或某種「忿忿不平的理,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),623,2022-01-21 11:45:54
女情結在本質上就是自戀而妄想的。它把非個人的失望轉化成苦澀的怨懟，或某種「忿忿不平的理所當然」（aggrieved entitlement）的感,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),623,2022-01-21 11:46:07
當強大的女性被認定不夠全心全意地為了支配性男性的利益而提供服務時，有很多非暴力且低成本的方式可以化解她們所帶給男性的精神威脅，例如藉由毀謗、妖魔化、貶低、侮辱、嘲弄、譏諷、躲避，和羞辱；女性可以在想像層面，而非實際層面上被打倒。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),637,2022-01-21 11:46:54
沒有了女人，男人是什麼呢？幾乎什麼都不是啊，先生，什麼都不是。」 馬克．吐溫（Mark Twain）,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),727,2022-01-21 11:48:28
一個堅固的事實在於，很多時候性別歧視之所以得以運作，乃是藉由自然化性別之間的差異，把父權邏輯下的社會框架給正當化，此舉讓這些差異看似無可避免，或是將試圖反抗這些差異的人描述成在打一場必輸之仗。此處未被說出口的前提，則是某種版本的「應該蘊含能夠」（ought implies can）原則註70──大抵可以被弱化成一種類似「無法則蘊含無必要」（can’t even implies don’t bother）的心態註71。,不只是厭女：為什麼越「文明」的世界，厭女的力量越強大？拆解當今最精密的父權敘事,凱特．曼恩(Kate Manne),742,2022-01-21 11:52:29
